file,line,src_raw,src_trimmed,type,resolved,exists,issues
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,376,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,388,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,395,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,401,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,427,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,439,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,446,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,452,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,478,miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,local,/workspace/Decipher-acad/SSCE/BIO/2023/QUESTIONS/miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,False,missing_target|relative_miracle_path
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,490,"../IMG/NO 10/OPTION A.png
        ",../IMG/NO 10/OPTION A.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 10/OPTION A.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,498,"../IMG/NO 10/OPTION B .png
        ",../IMG/NO 10/OPTION B .png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 10/OPTION B .png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,504,"../IMG/NO 10/OPTION C.png
        ",../IMG/NO 10/OPTION C.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 10/OPTION C.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,530,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,543,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,551,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,557,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,584,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,596,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,603,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,609,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,635,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,676,"../IMG/NO 14/OPTION D.png
                    ",../IMG/NO 14/OPTION D.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 14/OPTION D.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,689,"../IMG/NO 14/OPTION A.png
        ",../IMG/NO 14/OPTION A.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 14/OPTION A.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,697,"../IMG/NO 14/OPTION B.png
        ",../IMG/NO 14/OPTION B.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 14/OPTION B.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,703,"../IMG/NO 14/OPTION C.png
        ",../IMG/NO 14/OPTION C.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 14/OPTION C.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,731,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,743,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,750,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,756,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,788,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,800,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,807,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,813,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,841,miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,local,/workspace/Decipher-acad/SSCE/BIO/2023/QUESTIONS/miracle/MIRACLE 2/SENIOR WAEC QUESTIONS/BIO/2023/IMG,False,missing_target|relative_miracle_path
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,854,"../IMG/NO 17/OPTION A.png
        ",../IMG/NO 17/OPTION A.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 17/OPTION A.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,862,"../IMG/NO 17/OPTION B.png
        ",../IMG/NO 17/OPTION B.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 17/OPTION B.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,869,"../IMG/NO 17/OPTION C.png
        ",../IMG/NO 17/OPTION C.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 17/OPTION C.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,897,"../IMG/NO 18/OPTION B.png
                    ",../IMG/NO 18/OPTION B.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 18/OPTION B.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,909,"../IMG/NO 18/OPTION A.png
        ",../IMG/NO 18/OPTION A.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 18/OPTION A.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,917,"../IMG/NO 18/OPTION C.png
        ",../IMG/NO 18/OPTION C.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 18/OPTION C.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,923,"../IMG/NO 18/OPTION D.png
        ",../IMG/NO 18/OPTION D.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 18/OPTION D.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,951,"../IMG/NO 19/OPTION B.png
                    ",../IMG/NO 19/OPTION B.png,local,/workspace/Decipher-acad/SSCE/BIO/2023/IMG/NO 19/OPTION B.png,True,whitespace_in_src|newline_in_src
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,964,"/miracle/BIOLOGY 23/NO 19/OPTION A.png
        ",/miracle/BIOLOGY 23/NO 19/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 19/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,972,"/miracle/BIOLOGY 23/NO 19/OPTION C.png
        ",/miracle/BIOLOGY 23/NO 19/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 19/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,978,"/miracle/BIOLOGY 23/NO 19/OPTION D.png
        ",/miracle/BIOLOGY 23/NO 19/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 19/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1006,"/miracle/BIOLOGY 23/NO 20/OPTION C.png
                    ",/miracle/BIOLOGY 23/NO 20/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 20/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1018,"/miracle/BIOLOGY 23/NO 20/OPTION A.png
        ",/miracle/BIOLOGY 23/NO 20/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 20/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1026,"/miracle/BIOLOGY 23/NO 20/OPTION B.png
        ",/miracle/BIOLOGY 23/NO 20/OPTION B.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 20/OPTION B.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1033,"/miracle/BIOLOGY 23/NO 20/OPTION D.png
        ",/miracle/BIOLOGY 23/NO 20/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 20/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1061,"/miracle/BIOLOGY 23/NO 21/OPTION A.png
                    ",/miracle/BIOLOGY 23/NO 21/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 21/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1073,"/miracle/BIOLOGY 23/NO 21/OPTION B.png
        ",/miracle/BIOLOGY 23/NO 21/OPTION B.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 21/OPTION B.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1081,"/miracle/BIOLOGY 23/NO 21/OPTION C.png
        ",/miracle/BIOLOGY 23/NO 21/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 21/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1087,"/miracle/BIOLOGY 23/NO 21/OPTION D.png
        ",/miracle/BIOLOGY 23/NO 21/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 21/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1115,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1128,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1136,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1142,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1170,"/miracle/BIOLOGY 23/NO 23/OPTION A.png
                    ",/miracle/BIOLOGY 23/NO 23/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 23/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1182,"/miracle/BIOLOGY 23/NO 23/OPTION B.png
        ",/miracle/BIOLOGY 23/NO 23/OPTION B.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 23/OPTION B.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1190,"/miracle/BIOLOGY 23/NO 23/OPTION C.png
        ",/miracle/BIOLOGY 23/NO 23/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 23/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1197,"/miracle/BIOLOGY 23/NO 23/OPTION D.png
        ",/miracle/BIOLOGY 23/NO 23/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 23/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1224,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1236,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1245,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1251,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1279,"/miracle/BIOLOGY 23/NO 25/OPTION D.png 
                    ",/miracle/BIOLOGY 23/NO 25/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 25/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1291,"/miracle/BIOLOGY 23/NO 25/OPTION A.png
        ",/miracle/BIOLOGY 23/NO 25/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 25/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1299,"/miracle/BIOLOGY 23/NO 25/OPTION B.png
        ",/miracle/BIOLOGY 23/NO 25/OPTION B.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 25/OPTION B.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1305,"/miracle/BIOLOGY 23/NO 25/OPTION C.png
        ",/miracle/BIOLOGY 23/NO 25/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 25/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1333,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1345,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1353,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1360,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1388,"/1.jpg
                    ",/1.jpg,absolute-root,/workspace/Decipher-acad/1.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1400,"/4.jpg
        ",/4.jpg,absolute-root,/workspace/Decipher-acad/4.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1408,"/3.jpg
        ",/3.jpg,absolute-root,/workspace/Decipher-acad/3.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1414,"/2.jpg
        ",/2.jpg,absolute-root,/workspace/Decipher-acad/2.jpg,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1433,"/miracle/BIOLOGY 23/NO 28/OPTION D.png
                    ",/miracle/BIOLOGY 23/NO 28/OPTION D.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 28/OPTION D.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1445,"/miracle/BIOLOGY 23/NO 28/OPTION A.png
        ",/miracle/BIOLOGY 23/NO 28/OPTION A.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 28/OPTION A.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1453,"/miracle/BIOLOGY 23/NO 28/OPTION B.png
        ",/miracle/BIOLOGY 23/NO 28/OPTION B.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 28/OPTION B.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
SSCE/BIO/2023/QUESTIONS/2023objbio_original.html,1459,"/miracle/BIOLOGY 23/NO 28/OPTION C.png
        ",/miracle/BIOLOGY 23/NO 28/OPTION C.png,absolute-root,/workspace/Decipher-acad/miracle/BIOLOGY 23/NO 28/OPTION C.png,False,whitespace_in_src|newline_in_src|absolute_root_path|missing_target
